id,weight,destinationHubId,priority
PKG-000666,303.85,WH-008,URGENT
,261.28,WH-046, URGENT 
PKG-000668,83.28,WH-075,LOW
PKG-000669,375.91,WH-050,LOW
PKG-000670,81.57,WH-058, LOW 
PKG-000671,75.74,WH-083,LOW
 PKG-000672 ,N/A,WH-045,URGENT
PKG-000673,479.89,WH-100,URGENT,
 PKG-000674 , 331.55981084121424 ,WH-082,URGENT
PKG-000675,324.48,WH-013, URGENT 
 PKG-000676 ,356.01,WH-084,low
PKG-000677,372.46,wh-071,STANDARD
PKG-000678,491.49,WH-026,URGENT
PKG-000679,52.19,WH-025,URGENT
PKG-000680,12.75,wh-087,URGENT

PKG-000681,443.85,WH-025,URGENT
PKG-000682,null,WH-090,low
PKG-000683,218.07,WH-058,LOW
PKG-000684,105.29,WH-042,STANDARD
PKG-000685,404.58,WH-047
PKG-000686,272.75,WH-054,URGENT
PKG-000687,353.21,WH-049,STANDARD
PKG-000688, 371.4702802001497 ,WH-061,LOW
PKG-000689,445.56,WH-075,URGENT
PKG-000690,325.60,WH-024,LOW
PKG-000691,410.43,WH-056,urgent
PKG-000692,443.40,WH-063,URGENT
PKG-000693,451.90,WH-014,LOW
PKG-000694,358.96,WH-080
PKG-000695,91.24,WH-015,standard
 PKG-000696 ,393.76,WH-079,LOW
PKG-000697,379.74,WH-062,URGENT
 PKG-000698 ,104.65,WH-024,STANDARD
PKG-000699,223.84, WH-041 ,URGENT
PKG-000700,46.79,WH-083,STANDARD
PKG-000701,344.75,WH-012,URGENT
PKG-000702,229.83,wh-030,STANDARD
PKG-000703,148.02,WH-018,STANDARD
PKG-000704,320.78,WH-098,URGENT
PKG-000705, 478.20968053367625 ,WH-060,LOW
 PKG-000706 ,432.06,WH-071,standard
PKG-000707,67.91,WH-068,STANDARD
PKG-000708,73.08,WH-028,LOW
PKG-000709,217.54,WH-057,URGENT
PKG-000710,484.08, WH-005 ,LOW
PKG-000711,N/A,WH-002,STANDARD
PKG-000712,165.76,WH-015,STANDARD
PKG-000713,434.90,wh-004,URGENT
PKG-000714,357.07,WH-002,URGENT
PKG-000715,269.01,WH-037,URGENT
PKG-000716,218.07,WH-022,URGENT
pkg-000717,29.33,WH-058,STANDARD
PKG-000718,217.42,WH-032,STANDARD
PKG-000719,454.80,WH-045,LOW
,462.86,WH-041,standard
 PKG-000721 ,404.53,WH-068,STANDARD
pkg-000722,458.36,WH-089,URGENT
PKG-000723,102.98,WH-020,STANDARD
PKG-000724,139.36,WH-098,STANDARD
PKG-000725,273.45,WH-006,LOW
PKG-000726,73.49,WH-035,STANDARD
,449.93,WH-030,STANDARD
PKG-000728,270.17,WH-002,STANDARD
PKG-000729,252.20,WH-011,URGENT
PKG-000730, 29.82844168732501 ,WH-033,URGENT
PKG-000731,18.53,WH-093,STANDARD
PKG-000732,346.48,WH-095,STANDARD
PKG-000733,434.70,WH-092,STANDARD
,69.99,WH-063,LOW
PKG-000735,498.49,WH-074, URGENT 
PKG-000736,61.82,WH-024,STANDARD,
PKG-000737,2.57,WH-091,URGENT
PKG-000738,185.49, WH-033 ,LOW
PKG-000739,440.4409531830381kg,WH-038,low
PKG-000740,344.82,WH-066,URGENT
PKG-000741,395.57,WH-052,URGENT
PKG-000742,340.13,WH-013,LOW
PKG-000743,184.83,WH-008,STANDARD
PKG-000744,333.80,WH-086,STANDARD
 PKG-000745 ,131.43,WH-085,LOW
pkg-000746,296.61,WH-022,LOW
PKG-000747,48.43,WH-091,URGENT
PKG-000748,,WH-017,STANDARD
PKG-000749,267.28,WH-026,STANDARD
PKG-000750,172.35,WH-072,low
PKG-000751,308.74,WH-092,LOW
PKG-000752,292.16,WH-088,URGENT,
,142.88,WH-071,URGENT
PKG-000754,129.50,WH-096,STANDARD
PKG-000755,147.79,WH-095,standard
PKG-000756,290.27, WH-095 ,URGENT
PKG-000757,391.93,WH-099,LOW

 PKG-000758 ,20.98,WH-043,LOW
PKG-000759,260.46,WH-006,URGENT
PKG-000760,31.24,WH-026,vip
PKG-000761,354.90,WH-035,LOW
PKG-000762,277.63,WH-039,URGENT
PKG-000763,309.77,WH-092,STANDARD
PKG-000764,402.62,, URGENT 
PKG-000765,411.98,WH-041,VIP
PKG-000766,493.67,WH-059,STANDARD
PKG-000767,139.48,WH-046,URGENT
PKG-000768,12.37,WH-036,STANDARD
PKG-000769,251.76,WH-067,URGENT
PKG-000770,426.08,wh-058,STANDARD
PKG-000771,269.57,WH-031,STANDARD
PKG-000772,16.08,WH-090,URGENT
pkg-000773,204.77,WH-008,URGENT
PKG-000774,352.66,WH-005,STANDARD
PKG-000775,315.87,wh-005,URGENT
PKG-000776,105.19,WH-100,LOW
PKG-000777,479.48,WH-074,URGENT
PKG-000778,246.5465186713058kg,WH-091,LOW
,238.88,WH-014,express
PKG-000780,7.39,WH-023,URGENT
PKG-000781,62.16,wh-059,STANDARD
pkg-000782,311.96,WH-058,STANDARD
PKG-000783,311.27,WH-088,STANDARD
PKG-000784,200.62,WH-091,STANDARD
PKG-000785,111.95,WH-042,URGENT
PKG-000786,26.53,WH-092,STANDARD
PKG-000787,452.39,WH-074,URGENT
PKG-000788,149.60,WH-062,STANDARD
PKG-000789,32.15,WH-085,URGENT,
PKG-000790,383.64,WH-085,LOW
PKG-000791,370.96,WH-046,LOW,
PKG-000792,146.89,WH-079,URGENT
PKG-000793,288.00, WH-057 ,URGENT
PKG-000794,154.11,WH-043,URGENT
PKG-000795,462.16,wh-042,STANDARD
PKG-000796,169.20,WH-078, STANDARD 
PKG-000797,283.68,WH-036,URGENT
PKG-000798, 7.499730916332245 ,WH-037,STANDARD
PKG-000799,406.70, WH-048 ,URGENT
PKG-000800,293.81,WH-088,STANDARD
PKG-000801,463.59,WH-010,URGENT
pkg-000802,342.37,WH-019,STANDARD
PKG-000803,163.76,WH-058,URGENT
PKG-000804,436.1648698759863kg, WH-060 ,URGENT
PKG-000805,84.18,WH-004,LOW
PKG-000806,209.70,WH-033,STANDARD
PKG-000807,5.82,WH-015,LOW
PKG-000808,287.31,WH-069,LOW
PKG-000809,443.98,WH-010,STANDARD
 PKG-000810 ,493.12,WH-088,URGENT
PKG-000811,239.34,WH-089,URGENT
PKG-000812,179.34,WH-037, LOW 
PKG-000813,315.02,WH-066,LOW
PKG-000814,361.59,WH-054,STANDARD
PKG-000815,485.66,WH-100,URGENT
PKG-000816,103.97,wh-042,LOW
PKG-000817,74.81,WH-041,STANDARD
PKG-000818,361.81,WH-033,STANDARD
PKG-000819,319.78,WH-094,
PKG-000820,393.58,WH-012,URGENT
PKG-000821,,WH-075,LOW
PKG-000822,499.18,WH-063,LOW
PKG-000823,182.34,WH-086,STANDARD
PKG-000824,114.43,WH-081,STANDARD
PKG-000825,3.39,WH-042,LOW
PKG-000826,486.84,WH-054,LOW
PKG-000827,155.20,WH-015,STANDARD
PKG-000828,372.27,WH-066,URGENT
PKG-000829,35.23,WH-072,STANDARD
PKG-000830,410.73, WH-016 , LOW 
PKG-000831,264.56,WH-011,URGENT
PKG-000832,339.55,WH-100,URGENT
PKG-000833,279.48,WH-092,STANDARD
PKG-000834,297.85,WH-031,URGENT
PKG-000835,137.87,WH-014,URGENT
PKG-000836,352.33,WH-056,LOW
PKG-000837,490.69,WH-055,STANDARD
PKG-000838,229.43,WH-045
PKG-000839,95.73,WH-063,low
PKG-000840,147.23,WH-026,LOW
pkg-000841,187.19,WH-041,URGENT
PKG-000842,144.61,WH-056,URGENT
PKG-000843,455.30,WH-041,URGENT
PKG-000844,415.91,WH-073,VIP
PKG-000845,228.89,WH-048,LOW
PKG-000846,204.31,,STANDARD
PKG-000847,370.22, WH-005 ,STANDARD
,205.25,WH-094,URGENT
PKG-000849, 163.386472924128 ,WH-057,URGENT
PKG-000850,146.62, WH-098 ,STANDARD
PKG-000851,130.89,WH-035,LOW
PKG-000852,321.25,WH-027, STANDARD 
PKG-000853,221.44,WH-096,STANDARD
PKG-000854,22.47,WH-005,LOW
 PKG-000855 ,N/A,WH-080,LOW,
PKG-000856,365.0952938621898kg,WH-086,STANDARD
PKG-000857,359.79,WH-094,LOW
pkg-000858,175.06,WH-098,LOW
PKG-000859,408.64,WH-055,LOW
PKG-000860,11.79,WH-059,URGENT
PKG-000861,,WH-055,URGENT
PKG-000862,,,LOW
PKG-000863,N/A, WH-042 ,
PKG-000864,66.32,WH-008,LOW
PKG-000865,350.55,WH-002
PKG-000866,334.54,wh-081,URGENT
PKG-000867,446.93,WH-037,LOW
PKG-000868,75.33,WH-066,LOW
PKG-000869,401.61,WH-082,URGENT
PKG-000870,355.77,WH-060,LOW
PKG-000871,310.52,WH-072,URGENT
PKG-000872,381.20,WH-067,STANDARD
PKG-000873,,WH-032,LOW
 PKG-000874 ,251.12,WH-082,LOW
PKG-000875,425.09,WH-001,STANDARD
pkg-000876,240.15,WH-090,URGENT
PKG-000877,132.22,WH-005
PKG-000878,432.84,WH-065,URGENT
PKG-000879,125.06,WH-092,STANDARD
PKG-000880,null,WH-094,
 PKG-000881 ,482.70,WH-075,LOW
PKG-000882,416.79,WH-068,URGENT
PKG-000883,173.73,WH-001,STANDARD
PKG-000884,306.78,WH-016,URGENT
PKG-000885,94.38,WH-090,URGENT
PKG-000886,334.79,WH-070,STANDARD
PKG-000887,117.82,WH-091,URGENT
PKG-000888,160.29,WH-067,URGENT
pkg-000889,202.45,WH-008,URGENT
PKG-000890,485.61,WH-028,STANDARD
PKG-000891,88.53,WH-070,LOW
PKG-000892,147.8399724451302kg,WH-020,STANDARD
PKG-000893,441.66,WH-005,STANDARD
 PKG-000894 ,296.04,WH-078
PKG-000895,320.43,WH-099,URGENT
PKG-000896,393.74,WH-007,LOW
PKG-000897,253.15,wh-069,STANDARD
PKG-000898,30.19,WH-002,NONE
PKG-000899,466.59,WH-052
PKG-000900,476.12,WH-048,URGENT
PKG-000901,350.81,WH-087,LOW
PKG-000902,89.60,WH-048,URGENT
PKG-000903,220.04,wh-054,LOW
PKG-000904,132.55,WH-017,URGENT
PKG-000905,455.30,WH-088,urgent
PKG-000906,225.50,wh-055,STANDARD
PKG-000907,305.46,WH-092,URGENT
PKG-000908,189.44,WH-015,LOW
,265.53,WH-029,STANDARD
pkg-000910,161.03,WH-068,LOW
PKG-000911,63.16,WH-097,URGENT
pkg-000912, 472.7939689795795 ,WH-021,LOW
PKG-000913,440.23,WH-002,LOW
PKG-000914,368.70,WH-070,URGENT
PKG-000915,477.45,WH-011, LOW 
PKG-000916,144.94,WH-099,STANDARD
PKG-000917,297.60,WH-024,STANDARD
PKG-000918,225.31,WH-036,LOW
PKG-000919,471.89,WH-049,LOW
PKG-000920,195.28,WH-077,LOW
PKG-000921, 496.6264150678593 ,WH-071,URGENT
PKG-000922,388.99,WH-081,URGENT
PKG-000923,216.99,WH-009,LOW
PKG-000924,13.10,WH-062,VIP
PKG-000925,355.93,WH-099,LOW
PKG-000926,196.01,WH-021,LOW
PKG-000927,171.49,WH-038,STANDARD
pkg-000928,82.26,WH-044,LOW
 PKG-000929 ,219.40,WH-049,STANDARD
PKG-000930,171.44,WH-043,URGENT
PKG-000931,30.89,WH-082
PKG-000932,398.01,WH-039,LOW
,65.74,WH-061, URGENT 
 PKG-000934 ,,WH-055
PKG-000935,172.87,WH-043, STANDARD 
PKG-000936,402.60,WH-065,STANDARD
PKG-000937,286.55,WH-012,LOW
PKG-000938,229.83,WH-092,urgent
PKG-000939,480.70,WH-071,
PKG-000940,423.22,WH-097,LOW
PKG-000941,73.85,WH-049,STANDARD
PKG-000942,null,WH-080,LOW
pkg-000943,330.63,wh-086,URGENT
PKG-000944,89.69,WH-077,STANDARD
PKG-000945,237.03,wh-064,STANDARD
PKG-000946,424.36,WH-009,URGENT
PKG-000947,415.07, WH-040 ,STANDARD
PKG-000948,35.09,WH-078,STANDARD
PKG-000949,217.23,WH-019,URGENT
PKG-000950,250.56,WH-091,LOW
PKG-000951,283.29,WH-016,NONE
PKG-000952,292.11,WH-015,STANDARD
PKG-000953,192.97,WH-048,STANDARD
 PKG-000954 ,435.05,WH-009,LOW
PKG-000955,81.09,WH-030,LOW
PKG-000956, 341.52341938217825 ,WH-033,CRITICAL
PKG-000957,262.20,WH-043
PKG-000958,435.30,WH-013,LOW
PKG-000959,255.89,WH-010,LOW
PKG-000960,343.26,WH-041,URGENT
PKG-000961,241.59,WH-001,URGENT
,214.00,WH-020,STANDARD
PKG-000963,222.41,WH-043,URGENT
PKG-000964,18.22,WH-041,LOW
PKG-000965,291.44,WH-009,LOW
PKG-000966,11.74,WH-098,URGENT
 PKG-000967 ,374.51,wh-059,LOW
PKG-000968,442.63,WH-099,STANDARD
PKG-000969,247.52,WH-096,STANDARD
PKG-000970,480.64,WH-085,
PKG-000971,407.07,WH-100,URGENT
PKG-000972,8.62,WH-047,STANDARD
PKG-000973,N/A,WH-036
PKG-000974,450.38,WH-072, STANDARD 
PKG-000975,436.81,WH-040,LOW
PKG-000976,160.91,WH-032,NONE
PKG-000977,1.68,WH-012,LOW
PKG-000978,405.78,WH-094,URGENT
PKG-000979,337.36,WH-066,URGENT
PKG-000980,366.15,WH-090,STANDARD
PKG-000981,338.98,WH-080,URGENT
PKG-000982,461.77,WH-064,URGENT
PKG-000983,427.72,WH-023,STANDARD
PKG-000984,37.39,WH-026,STANDARD
PKG-000985,307.80,WH-060,STANDARD
PKG-000986,248.97,WH-082,STANDARD
pkg-000987,null,WH-039,STANDARD
PKG-000988,463.35,WH-052,STANDARD
PKG-000989,396.30,WH-080,URGENT
PKG-000990,N/A,WH-084,STANDARD
PKG-000991,133.64,WH-085,URGENT
PKG-000992,141.37,WH-046,STANDARD
PKG-000993,402.95,WH-033,URGENT
PKG-000994, 70.68444255385934 ,WH-011,URGENT
PKG-000995,259.96, WH-054 ,URGENT
PKG-000996,112.90,WH-054,LOW
PKG-000997,100.91,WH-057,STANDARD
PKG-000998,137.54,WH-005,LOW
PKG-000999,69.66,WH-090,LOW
PKG-001000,6.62, WH-040 
PKG-001001,280.06,WH-065,LOW
PKG-001002,152.68,WH-067,URGENT
PKG-001003,85.80,WH-091,URGENT
PKG-001004,171.41,WH-074,STANDARD
PKG-001005,,WH-096,LOW
 PKG-001006 ,475.82,WH-083,LOW
PKG-001007,75.14,WH-057,URGENT
PKG-001008,213.07,WH-089,STANDARD
PKG-001009,275.17,WH-072,URGENT
PKG-001010,308.57,WH-034,URGENT
PKG-001011,493.03,WH-046,STANDARD
PKG-001012,418.30,WH-081,
PKG-001013,162.79,WH-076,STANDARD
PKG-001014,290.89,WH-018,none
PKG-001015,62.31,WH-098,STANDARD
PKG-001016,129.13,WH-062,STANDARD
PKG-001017,428.10, WH-099 ,STANDARD
PKG-001018,20.48,WH-100,STANDARD
PKG-001019,483.59, WH-021 ,LOW
PKG-001020,37.18,WH-099,STANDARD
PKG-001021,173.51, WH-010 ,LOW
PKG-001022,,WH-054,LOW
pkg-001023,257.52,wh-016,LOW
PKG-001024,109.39,WH-064,URGENT
PKG-001025,258.68,WH-024,URGENT
 PKG-001026 ,287.71,WH-094,LOW
PKG-001027,183.57,WH-074,STANDARD
PKG-001028,357.57,WH-070,STANDARD
PKG-001029,155.71,WH-006
PKG-001030,374.80,WH-029,LOW
PKG-001031,101.63, WH-099 ,URGENT
PKG-001032,342.05,WH-072,URGENT
PKG-001033,361.97,WH-030,URGENT
PKG-001034,194.39,WH-096,URGENT
PKG-001035,493.32,WH-097,
PKG-001036,478.74,WH-008,URGENT
PKG-001037,413.40, WH-055 ,LOW
,99.67,WH-076,STANDARD
PKG-001039,440.22,WH-021,STANDARD
PKG-001040,399.51,WH-004,LOW
PKG-001041,319.72, WH-027 ,STANDARD
,171.02, WH-041 
PKG-001043,255.48,wh-052,LOW
PKG-001044,415.07,WH-085,STANDARD
PKG-001045,214.52,WH-071,STANDARD
PKG-001046,214.50,WH-048,
PKG-001047,365.58,WH-095,STANDARD
pkg-001048,148.58,WH-020,STANDARD
pkg-001049,66.96,WH-050,LOW
PKG-001050,33.10,WH-079,URGENT
PKG-001051,179.34,WH-015,URGENT
PKG-001052,14.01,WH-031,standard
PKG-001053,18.62,WH-002,STANDARD
PKG-001054,113.19,WH-063,URGENT
PKG-001055,387.59,WH-047,URGENT
PKG-001056,20.57,wh-012,STANDARD
PKG-001057,454.45,WH-100,NONE
pkg-001058,215.31,wh-093,STANDARD
PKG-001059,74.12,WH-088,STANDARD
PKG-001060,354.82,WH-026,STANDARD
PKG-001061,87.23,WH-094,STANDARD
PKG-001062,394.21,WH-036,STANDARD
,419.94,WH-084,LOW
PKG-001064,259.71,WH-006,LOW
PKG-001065,239.47,WH-041,STANDARD
PKG-001066,134.51,WH-005,STANDARD
PKG-001067,105.84,wh-099,LOW
PKG-001068,144.48,WH-085,STANDARD
PKG-001069,439.17,WH-050,LOW
PKG-001070,101.98,WH-057,STANDARD
PKG-001071,211.10,WH-033,LOW
PKG-001072,353.10, WH-047 ,URGENT
,365.73,WH-057,LOW
PKG-001074,377.98,WH-023,URGENT
PKG-001075,,WH-069,LOW
PKG-001076,203.92,WH-073,URGENT
PKG-001077,488.01,WH-016,STANDARD
PKG-001078,267.33,WH-095,URGENT
PKG-001079,75.21,WH-032,LOW
PKG-001080,452.82,WH-086,LOW
PKG-001081,356.78,wh-003,STANDARD
PKG-001082,449.29,WH-092,STANDARD
PKG-001083, 302.366821679857 ,WH-044,LOW
PKG-001084,0.11,WH-057,low
PKG-001085,40.87,WH-051,URGENT
PKG-001086,N/A,WH-089, LOW 
PKG-001087,242.84,WH-099, LOW 
PKG-001088,107.79,WH-019,URGENT
PKG-001089,284.49,WH-007,STANDARD
 PKG-001090 ,1.30,WH-010,LOW
PKG-001091,485.15,WH-064,URGENT
PKG-001092,241.29,WH-099,STANDARD
PKG-001093,212.26,WH-085,STANDARD
PKG-001094,246.52,, STANDARD 
PKG-001095,115.24,WH-030,STANDARD
pkg-001096,188.28,WH-068,LOW
PKG-001097,231.16,WH-076,LOW
PKG-001098,34.71,WH-058,LOW
pkg-001099,342.83,WH-039,STANDARD
PKG-001100,335.48,WH-007,LOW
PKG-001101,268.17,WH-069,STANDARD
PKG-001102,211.62,wh-087,LOW
PKG-001103,461.47,WH-064,URGENT
PKG-001104,41.37,WH-004,STANDARD
PKG-001105,240.74,WH-046,LOW
pkg-001106,155.65231241098473kg,WH-091
PKG-001107,471.37,WH-060,LOW
 PKG-001108 ,344.27,WH-050,LOW
PKG-001109,376.58,WH-036,STANDARD
PKG-001110,456.01,WH-015,LOW
PKG-001111,128.78,WH-089,STANDARD
PKG-001112,62.29,WH-037,urgent
PKG-001113,349.61,WH-099,URGENT
PKG-001114,45.52,WH-088,LOW
PKG-001115,371.76,WH-031,LOW
 PKG-001116 ,170.50,WH-049,URGENT
PKG-001117,39.99,WH-038,LOW
PKG-001118,103.11,WH-049,URGENT
PKG-001119,390.12,WH-007,LOW
pkg-001120,370.05,WH-079,URGENT
PKG-001121,110.78,WH-054,STANDARD
PKG-001122,132.96,WH-036, URGENT 
PKG-001123,398.43,WH-040,STANDARD
PKG-001124,228.39, WH-019 ,URGENT
PKG-001125,231.53,,URGENT
PKG-001126,null,WH-055,STANDARD
PKG-001127,168.86,WH-008,STANDARD
PKG-001128,496.62,WH-061,STANDARD
PKG-001129,315.93,WH-007,URGENT
PKG-001130,130.49,WH-065,CRITICAL
PKG-001131,300.16,WH-050,urgent
 PKG-001132 ,157.13,WH-035,STANDARD
PKG-001133,322.54,WH-003,STANDARD
PKG-001134,158.70,WH-098,URGENT
PKG-001135,493.36,WH-021,standard
PKG-001136,341.41,WH-095,LOW
PKG-001137,413.48,WH-089,STANDARD
PKG-001138,null,WH-051,STANDARD
PKG-001139,299.35,WH-055,STANDARD
PKG-001140,116.65,WH-023,STANDARD
PKG-001141, 16.123298763511457 ,WH-025, LOW 
PKG-001142,384.41,WH-093,URGENT
PKG-001143,169.29,WH-021,LOW
PKG-001144,null,WH-012,URGENT
PKG-001145,292.55,WH-017,LOW
PKG-001146,256.09,WH-099,STANDARD
PKG-001147,233.60,WH-015,CRITICAL
PKG-001148,155.2990868535187kg,WH-067,LOW
PKG-001149,334.45,WH-028,STANDARD
PKG-001150,164.42, WH-068 ,URGENT
PKG-001151,70.47,WH-063,LOW
PKG-001152,453.67,WH-099,LOW
PKG-001153,N/A,WH-005,URGENT
PKG-001154,373.78,WH-028, STANDARD 
PKG-001155,89.65,WH-029,LOW
PKG-001156,482.08,WH-028,URGENT
PKG-001157,190.93,WH-001,STANDARD
PKG-001158,244.38,WH-055,URGENT
PKG-001159,16.82,WH-032,LOW
PKG-001160,147.53,WH-058,STANDARD
PKG-001161,110.50,WH-033,
PKG-001162,N/A,WH-025,STANDARD
PKG-001163,182.21,WH-018,
PKG-001164,343.65,WH-015,LOW
PKG-001165,160.61,WH-009,URGENT
PKG-001166,N/A,WH-016,STANDARD
pkg-001167,481.95,WH-089
PKG-001168,118.66,WH-068,URGENT
PKG-001169,101.59,WH-091,URGENT
PKG-001170,153.20,WH-090,LOW
PKG-001171,N/A,WH-031,STANDARD
PKG-001172,172.30,WH-069,URGENT
PKG-001173,, WH-077 ,URGENT
PKG-001174,42.83,WH-005,STANDARD
PKG-001175,23.75,WH-068,LOW
PKG-001176, 275.54477066310477 ,WH-003,
PKG-001177,361.41,WH-078,VIP

PKG-001178,387.52,wh-092,LOW
PKG-001179,56.01,WH-024,urgent
pkg-001180,428.41,WH-013,LOW
 PKG-001181 ,182.20,WH-048,LOW
 PKG-001182 ,318.22,WH-054,STANDARD
PKG-001183,null,WH-053,STANDARD
PKG-001184,175.43,wh-019,
 PKG-001185 ,112.09,WH-036
PKG-001186,309.03, WH-037 ,LOW
PKG-001187,486.60,WH-042,URGENT
,189.16,WH-039,none
PKG-001189,279.47,WH-085,LOW
PKG-001190,180.68,WH-078,STANDARD
PKG-001191,19.06,WH-097,LOW
PKG-001192,464.00,WH-019
PKG-001193,137.64,WH-041,LOW
PKG-001194,109.82,WH-007,STANDARD
pkg-001195,497.07,WH-004,URGENT
PKG-001196,437.64,WH-090, LOW 
PKG-001197,90.49,WH-003,
PKG-001198,312.31,WH-089,NONE
PKG-001199,354.75,WH-057,URGENT
PKG-001200,195.04,WH-079,URGENT
PKG-001201,120.05,WH-020, LOW 
pkg-001202,417.44,WH-031,LOW
PKG-001203,156.13,WH-068,STANDARD
PKG-001204,222.85,WH-005, URGENT 
PKG-001205,1.86,WH-067
PKG-001206,369.69,WH-060,STANDARD
PKG-001207,49.00,WH-011,URGENT
PKG-001208,113.23,WH-048,URGENT
PKG-001209,209.56,WH-045,URGENT
 PKG-001210 ,186.48,WH-043,URGENT
PKG-001211,141.28,WH-052,URGENT
PKG-001212,96.91,WH-083,LOW
PKG-001213,411.02,WH-018,URGENT
pkg-001214,null,WH-035,LOW
 PKG-001215 ,375.94,WH-080,STANDARD
PKG-001216,297.55,,URGENT
PKG-001217,311.05,WH-025,URGENT
PKG-001218,259.83, WH-036 ,urgent
PKG-001219,28.309489017728843kg,WH-037,STANDARD
PKG-001220,382.33,,EXPRESS
PKG-001221,204.18,WH-066,LOW
PKG-001222,93.77,WH-059,STANDARD
PKG-001223,8.69,WH-048,LOW
PKG-001224,74.85,WH-002,LOW
PKG-001225,103.73,WH-026,LOW
PKG-001226,429.90,WH-080,STANDARD
 PKG-001227 ,485.21,WH-040,LOW
PKG-001228,492.77,WH-009,LOW
PKG-001229,7.74,WH-031,standard
PKG-001230,383.33,,URGENT
PKG-001231,457.86,WH-041,STANDARD
pkg-001232,431.46,WH-073,URGENT
PKG-001233,75.35,WH-074,URGENT
PKG-001234,439.74,WH-068,STANDARD
PKG-001235,386.88, WH-017 ,STANDARD
PKG-001236,N/A,WH-021,CRITICAL
PKG-001237,355.48,WH-035,
PKG-001238,339.23,WH-083,STANDARD
PKG-001239,337.69072078562056kg,WH-069,URGENT
PKG-001240,231.39,WH-025,URGENT
PKG-001241,,wh-100,STANDARD
PKG-001242,394.83,WH-075,URGENT
PKG-001243,192.91,WH-053,STANDARD
PKG-001244,225.57883425300008kg,WH-005,URGENT
PKG-001245,482.14,WH-094,STANDARD
pkg-001246,159.61,WH-095,LOW
PKG-001247,236.83,WH-052,STANDARD
PKG-001248,102.08,WH-029,LOW
PKG-001249,175.86,WH-019,URGENT
PKG-001250,315.16,WH-026,LOW
PKG-001251,10.64,WH-059, STANDARD 
PKG-001252,null,WH-063,STANDARD
PKG-001253,352.64,WH-050,URGENT
PKG-001254,399.37,WH-042,LOW
PKG-001255,114.27,,LOW
PKG-001256,391.80,WH-097,URGENT
PKG-001257,423.28,WH-087,STANDARD
pkg-001258,395.39,WH-094,LOW
PKG-001259,457.59,WH-058,URGENT
PKG-001260,68.76,WH-034,STANDARD
PKG-001261,77.09,WH-082,URGENT
PKG-001262,482.53,WH-021, URGENT 
PKG-001263,161.30,WH-079,URGENT
PKG-001264,399.42,WH-016,LOW
PKG-001265,101.23,WH-030,VIP
pkg-001266,496.78,WH-019,LOW
PKG-001267,393.57,WH-011,STANDARD
PKG-001268,8.00,WH-063,LOW
PKG-001269,387.06,WH-017,STANDARD
PKG-001270,44.93,WH-045,STANDARD
PKG-001271,464.56,WH-054,LOW
PKG-001272,404.18,WH-010,LOW
 PKG-001273 ,87.62,WH-007,LOW
PKG-001274,100.03,WH-093,LOW
PKG-001275,225.07,WH-050,STANDARD
PKG-001276,301.38,WH-009,STANDARD
PKG-001277,428.50960874606017kg,WH-033, URGENT 
PKG-001278,175.41,WH-032,LOW
PKG-001279,269.62,WH-091,URGENT
PKG-001280,123.53,WH-033,URGENT
PKG-001281,1.36,,STANDARD
PKG-001282,9.82,WH-028,LOW
PKG-001283,449.67,,STANDARD
PKG-001284,3.99,WH-074,STANDARD
pkg-001285,230.28,WH-015,LOW
PKG-001286,42.94,WH-052,URGENT
PKG-001287,261.31,WH-043,LOW
 PKG-001288 ,326.05,WH-079,

PKG-001289,277.02,WH-018,URGENT
PKG-001290,262.91,WH-050, STANDARD 
PKG-001291,218.98,WH-077,URGENT
PKG-001292,217.48,WH-020,STANDARD
PKG-001293,144.86,WH-041,STANDARD
PKG-001294,145.85,WH-019,CRITICAL
PKG-001295,199.77,wh-089,URGENT
PKG-001296, 265.79358646016976 ,WH-009,URGENT
PKG-001297,262.33,WH-042,STANDARD
PKG-001298,114.95,,LOW
PKG-001299,198.60,WH-033,LOW
PKG-001300,197.63,WH-077,urgent
PKG-001301,131.72,WH-031,STANDARD
PKG-001302,54.96,wh-078,STANDARD
PKG-001303,379.48,WH-010,URGENT
PKG-001304,394.72,, URGENT 
PKG-001305,207.96,WH-051,URGENT
PKG-001306,242.89,WH-098
PKG-001307,59.02,WH-079,STANDARD
PKG-001308,429.27,WH-094,LOW
PKG-001309,16.10,WH-083,URGENT
PKG-001310,86.16,WH-072,STANDARD
PKG-001311,379.71,WH-064,URGENT
PKG-001312,16.69,WH-055,LOW
PKG-001313,57.12,WH-011,URGENT
PKG-001314,228.39,WH-033, STANDARD 
PKG-001315,238.53,WH-032,URGENT
 PKG-001316 ,16.08,WH-069,LOW
PKG-001317,119.66,WH-040, LOW 
PKG-001318,225.70,WH-093,LOW
PKG-001319,N/A,WH-053,LOW
PKG-001320,null,WH-001,URGENT
PKG-001321,116.23,WH-001,standard
PKG-001322,370.98,WH-021,STANDARD
PKG-001323,362.72,WH-023,STANDARD
PKG-001324,227.94,WH-060,URGENT
PKG-001325, 299.6995077703911 ,WH-065,LOW
PKG-001326,435.13,WH-047,STANDARD
PKG-001327,38.81,WH-069,LOW
PKG-001328,271.08,WH-013, LOW 
PKG-001329,214.66,WH-014,CRITICAL
PKG-001330,344.35,WH-062, VIP 
PKG-001331,146.66,WH-032,EXPRESS
PKG-001332,147.31,WH-012,LOW
